layer_name,layer_idx,class_i,class_j,cosine_similarity
conv_layers.0,0,6,41,0.34609255194664
conv_layers.0,0,6,42,0.06425317376852036
conv_layers.0,0,7,0,0.42367470264434814
conv_layers.0,0,7,1,0.17819316685199738
conv_layers.0,0,7,2,0.17915129661560059
conv_layers.0,0,7,3,0.7746483087539673
conv_layers.0,0,7,4,0.036431558430194855
conv_layers.0,0,7,5,0.39396828413009644
conv_layers.0,0,7,6,0.4697133004665375
conv_layers.0,0,7,8,0.7242522835731506
conv_layers.0,0,7,9,0.4423556327819824
conv_layers.0,0,7,10,0.2946776747703552
conv_layers.0,0,7,11,0.7592006921768188
conv_layers.0,0,7,12,0.5325521230697632
conv_layers.0,0,7,13,0.117169089615345
conv_layers.0,0,7,14,0.4032648503780365
conv_layers.0,0,7,15,0.45643430948257446
conv_layers.0,0,7,16,0.38535276055336
conv_layers.0,0,7,17,0.6315209865570068
conv_layers.0,0,7,18,0.3265664279460907
conv_layers.0,0,7,19,0.587303876876831
conv_layers.0,0,7,20,0.2673812806606293
conv_layers.0,0,7,21,0.0016222074627876282
conv_layers.0,0,7,22,0.22926576435565948
conv_layers.0,0,7,23,0.61214280128479
conv_layers.0,0,7,24,0.4511772394180298
conv_layers.0,0,7,25,0.11941633373498917
conv_layers.0,0,7,26,0.49124500155448914
conv_layers.0,0,7,27,0.07176798582077026
conv_layers.0,0,7,28,0.026852181181311607
conv_layers.0,0,7,29,0.46882033348083496
conv_layers.0,0,7,30,0.5637874007225037
conv_layers.0,0,7,31,0.1608653962612152
conv_layers.0,0,7,32,0.5332208871841431
conv_layers.0,0,7,33,0.548762321472168
conv_layers.0,0,7,34,0.5598081350326538
conv_layers.0,0,7,35,0.26462873816490173
conv_layers.0,0,7,36,0.03684413060545921
conv_layers.0,0,7,37,0.17102615535259247
conv_layers.0,0,7,38,0.44150128960609436
conv_layers.0,0,7,39,0.7852944135665894
conv_layers.0,0,7,40,0.3578488528728485
conv_layers.0,0,7,41,0.1498076319694519
conv_layers.0,0,7,42,0.43335315585136414
conv_layers.0,0,8,0,0.17690087854862213
conv_layers.0,0,8,1,0.2460300326347351
conv_layers.0,0,8,2,0.3617807924747467
conv_layers.0,0,8,3,0.5376975536346436
conv_layers.0,0,8,4,0.3049885034561157
